edinet_code,name,syoken_code,security_code
E31131,データセクション株式会社,39050,3905
E31159,ユナイテッド・スーパーマーケット・ホールディングス株式会社,32220,3222
E31167,マクニカホールディングス株式会社,31320,3132
E31216,ＫｅｅＰｅｒ技研株式会社,60360,6036
E31220,株式会社　ホクリヨウ,13840,1384
E31248,株式会社ファーストロジック,60370,6037
E31256,シリコンスタジオ株式会社,39070,3907
E31284,株式会社Ａｎｄ　Ｄｏホールディングス,34570,3457
E31291,株式会社エスエルディー,32230,3223
E31306,ファーストコーポレーション株式会社,14300,1430
E31321,株式会社ゼネラル・オイスター,32240,3224
E31331,株式会社モバイルファクトリー,39120,3912
E31335,株式会社ヘリオス,45930,4593
E31336,株式会社コラボス,39080,3908
E31343,株式会社イード,60380,6038
E31344,株式会社プラッツ,78130,7813
E31348,株式会社Ａｉｍｉｎｇ,39110,3911
E31354,株式会社ｓＭｅｄｉｏ,39130,3913
E31367,株式会社海帆,31330,3133
E31379,株式会社三機サービス,60440,6044
E31381,株式会社日本動物高度医療センター,60390,6039
E31382,サンバイオ株式会社,45920,4592
E31386,Ｈａｍｅｅ株式会社,31340,3134
E31408,日本スキー場開発株式会社,60400,6040
E31424,株式会社イトクロ,60490,6049
E31425,株式会社デザインワン・ジャパン,60480,6048
E31436,ＪＩＧ－ＳＡＷ株式会社,39140,3914
E31441,株式会社シーアールイー,34580,3458
E31446,株式会社レントラックス,60450,6045
E31448,株式会社リンクバル,60460,6046
E31453,株式会社テラスカイ,39150,3915
E31454,株式会社Ｇｕｎｏｓｙ,60470,6047
E31524,株式会社スマートバリュー,94170,9417
E31542,株式会社中村超硬,61660,6166
E31551,株式会社マーケットエンタープライズ,31350,3135
E31560,株式会社メニコン,77800,7780
E31573,デジタル・インフォメーション・テクノロジー株式会社,39160,3916
E31574,株式会社ファンデリー,31370,3137
E31575,株式会社ナガオカ,62390,6239
E31580,株式会社サーバーワークス,44340,4434
E31588,株式会社エコノス,31360,3136
E31594,冨士ダイス株式会社,61670,6167
E31602,株式会社平山ホールディングス,77810,7781
E31612,株式会社九州フィナンシャルグループ,71800,7180
E31614,株式会社Ｌｉｂ　Ｗｏｒｋ,14310,1431
E31622,株式会社クレステック,78120,7812
E31624,大木ヘルスケアホールディングス株式会社,34170,3417
E31625,株式会社富士山マガジンサービス,31380,3138
E31626,株式会社アイリッジ,39170,3917
E31632,コスモエネルギーホールディングス株式会社,50210,5021
E31633,デクセリアルズ株式会社,49800,4980
E31635,株式会社Ｃ＆Ｆロジホールディングス,90990,9099
E31640,ＰＣＩホールディングス株式会社,39180,3918
E31681,株式会社パルマ,34610,3461
E31694,株式会社アクアライン,61730,6173
E31723,株式会社土木管理総合試験所,61710,6171
E31729,株式会社ラクト・ジャパン,31390,3139
E31731,ベステラ株式会社,14330,1433
E31741,ＪＥＳＣＯホールディングス株式会社,14340,1434
E31742,株式会社ＴＯＫＹＯ　ＢＡＳＥ,34150,3415
E31743,ユーピーアール株式会社,70650,7065
E31748,日本郵政株式会社,61780,6178
E31749,ピクスタ株式会社,34160,3416
E31751,リネットジャパングループ株式会社,35560,3556
E31754,アイビーシー株式会社,39200,3920
E31755,株式会社かんぽ生命保険,71810,7181
E31775,株式会社ゆうちょ銀行,71820,7182
E31776,株式会社ブランジスタ,61760,6176
E31815,株式会社バルニバービ,34180,3418
E31817,ＡｐｐＢａｎｋ株式会社,61770,6177
E31851,ブライトパス・バイオ株式会社,45940,4594
E31854,ＧＭＯメディア株式会社,61800,6180
E31855,タメニー株式会社,61810,6181
E31871,株式会社鎌倉新書,61840,6184
E31878,株式会社ラクス,39230,3923
E31896,株式会社ベルシステム２４ホールディングス,61830,6183
E31901,株式会社メタリアル,61820,6182
E31902,株式会社ネオジャパン,39210,3921
E31905,あんしん保証株式会社,71830,7183
E31918,アートグリーン株式会社,34190,3419
E31924,中本パックス株式会社,78110,7811
E31925,株式会社Ｒｏｂｏｔ　Ｈｏｍｅ,14350,1435
E31936,株式会社オープンドア,39260,3926
E31946,株式会社ミズホメディー,45950,4595
E31948,株式会社ランドコンピュータ,39240,3924
E31954,株式会社ツバキ・ナカシマ,64640,6464
E31955,ソーシャルワイヤー株式会社,39290,3929
E31957,株式会社ダブルスタンダード,39250,3925
E31958,ＳＭＮ株式会社,61850,6185
E31959,株式会社グラフィコ,49300,4930
E31965,株式会社ＰＲ　ＴＩＭＥＳ,39220,3922
E31968,アクサスホールディングス株式会社,35360,3536
E31977,株式会社フーバーブレイン,39270,3927
E31979,ケイアイスター不動産株式会社,34650,3465
E31991,株式会社マイネット,39280,3928
E31997,株式会社一蔵,61860,6186
E32022,株式会社コンコルディア・フィナンシャルグループ,71860,7186
E32026,ＮＣホールディングス株式会社,62360,6236
E32069,伊藤ハム米久ホールディングス株式会社,22960,2296
E32108,株式会社バリューゴルフ,39310,3931
E32109,ヒロセ通商株式会社,71850,7185
E32119,株式会社ブラス,24240,2424
E32138,株式会社ヨシムラ・フード・ホールディングス,28840,2884
E32141,株式会社はてな,39300,3930
E32146,昭栄薬品株式会社,35370,3537
E32153,株式会社フェニックスバイオ,61900,6190
E32156,株式会社グローバルキッズＣＯＭＰＡＮＹ,61890,6189
E32158,アグレ都市デザイン株式会社,34670,3467
E32159,株式会社ベネフィットジャパン,39340,3934
E32161,チエル株式会社,39330,3933
E32163,株式会社フィット,14360,1436
E32168,富士ソフトサービスビューロ株式会社,61880,6188
E32169,ユー・エム・シー・エレクトロニクス株式会社,66150,6615
E32181,株式会社ウイルプラスホールディングス,35380,3538
E32189,株式会社イワキ,62370,6237
E32193,株式会社キャリア,61980,6198
E32194,株式会社エアトリ,61910,6191
E32198,株式会社アイドママーケティングコミュニケーション,94660,9466
E32200,株式会社アカツキ,39320,3932
E32203,バーチャレクス・ホールディングス株式会社,61930,6193
E32204,株式会社丸八ホールディングス,35040,3504
E32220,ハイアス・アンド・カンパニー株式会社,61920,6192
E32225,株式会社グローバルウェイ,39360,3936
E32238,株式会社エディア,39350,3935
E32254,株式会社ＪＭホールディングス,35390,3539
E32292,ＳＧホールディングス株式会社,91430,9143
E32351,株式会社農業総合研究所,35410,3541
E32364,株式会社やまみ,28200,2820
E32380,株式会社ストライク,61960,6196
E32381,サツドラホールディングス株式会社,35440,3544
E32382,アレンザホールディングス株式会社,35460,3546
E32397,株式会社セラク,61990,6199
E32400,株式会社アトラエ,61940,6194
E32405,株式会社ホープ,61950,6195
E32408,株式会社Ｕｂｉｃｏｍホールディングス,39370,3937
E32412,ジェイリース株式会社,71870,7187
E32420,株式会社ベガコーポレーション,35420,3542
E32427,株式会社コメダホールディングス,35430,3543
E32447,株式会社西日本フィナンシャルホールディングス,71890,7189
E32453,株式会社歯愛メディカル,35400,3540
E32468,株式会社デュアルタップ,34690,3469
E32486,Ｇ－ＦＡＣＴＯＲＹ株式会社,34740,3474
E32495,株式会社インソース,62000,6200
E32549,株式会社ベイカレント・コンサルティング,65320,6532
E32571,株式会社フィル・カンパニー,32670,3267
E32591,株式会社ノムラシステムコーポレーション,39400,3940
E32592,株式会社串カツ田中ホールディングス,35470,3547
E32601,株式会社Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,65330,6533
E32603,株式会社カナミックネットワーク,39390,3939
E32619,株式会社キャピタル・アセット・プランニング,39650,3965
E32620,株式会社チェンジホールディングス,39620,3962
E32624,シルバーエッグ・テクノロジー株式会社,39610,3961
E32642,ＫＨネオケム株式会社,41890,4189
E32647,株式会社シンクロ・フード,39630,3963
E32664,株式会社ノバレーゼ,91600,9160
E32679,九州旅客鉄道株式会社,91420,9142
E32682,株式会社岐阜造園,14380,1438
E32683,株式会社ＦＣホールディングス,65420,6542
E32687,株式会社アイモバイル,65350,6535
E32697,株式会社バロックジャパンリミテッド,35480,3548
E32736,株式会社スタジオアタオ,35500,3550
E32750,株式会社エルテス,39670,3967
E32753,ＷＡＳＨハウス株式会社,65370,6537
E32763,株式会社イントラスト,71910,7191
E32766,株式会社イノベーション,39700,3970
E32770,株式会社ＪＭＣ,57040,5704
E32779,ロードスターキャピタル株式会社,34820,3482
E32784,株式会社シンシア,77820,7782
E32793,フォーライフ株式会社,34770,3477
E32794,株式会社うるる,39790,3979
E32795,株式会社キャリアインデックス,65380,6538
E32796,株式会社船場,65400,6540
E32801,株式会社ＭＳ－Ｊａｐａｎ,65390,6539
E32803,日本モーゲージサービス株式会社,71920,7192
E32814,ＳＣＡＴ株式会社,39740,3974
E32815,セグエグループ株式会社,39680,3968
E32825,株式会社エイトレッド,39690,3969
E32854,窪田製薬ホールディングス株式会社,45960,4596
E32855,株式会社シャノン,39760,3976
E32906,株式会社安江工務店,14390,1439
E32951,株式会社日宣,65430,6543
E32956,フュージョン株式会社,39770,3977
E32965,ユナイテッド＆コレクティブ株式会社,35570,3557
E32966,ジェイドグループ株式会社,35580,3558
E32967,株式会社レノバ,95190,9519
E32988,株式会社グリーンズ,65470,6547
E32989,株式会社ファンペップ,48810,4881
E32990,ファイズホールディングス株式会社,93250,9325
E32991,株式会社ほぼ日,35600,3560
E32992,株式会社ビーグリー,39810,3981
E33000,株式会社ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,35630,3563
E33005,株式会社インターネットインフィニティー,65450,6545
E33009,フルテック株式会社,65460,6546
E33011,株式会社力の源ホールディングス,35610,3561
E33016,株式会社ピーバンドットコム,35590,3559
E33025,株式会社ズーム,66940,6694
E33026,株式会社ユーザーローカル,39840,3984
E33034,ジャパンエレベーターサービスホールディングス株式会社,65440,6544
E33037,株式会社Ｎｏ．１,35620,3562
E33039,株式会社オロ,39830,3983
E33040,テモナ株式会社,39850,3985
E33044,ソレイジア・ファーマ株式会社,45970,4597
E33050,ウェーブロックホールディングス株式会社,79400,7940
E33109,アセンテック株式会社,35650,3565
E33110,株式会社旅工房,65480,6548
E33232,株式会社ビーブレイクシステムズ,39860,3986
E33235,株式会社ＳＹＳホールディングス,39880,3988
E33237,エコモット株式会社,39870,3987
E33238,Ｕｎｉｐｏｓ株式会社,65500,6550
E33242,シェアリングテクノロジー株式会社,39890,3989
E33247,ディーエムソリューションズ株式会社,65490,6549
E33254,株式会社ＧａｍｅＷｉｔｈ,65520,6552
E33272,株式会社ツナググループ・ホールディングス,65510,6551
E33282,株式会社シルバーライフ,92620,9262
E33294,株式会社ＳＫＩＹＡＫＩ,39950,3995
E33305,ユニフォームネクスト株式会社,35660,3566
E33313,株式会社クロスフォー,78100,7810
E33323,株式会社トラース・オン・プロダクト,66960,6696
E33346,株式会社ビジョナリーホールディングス,92630,9263
E33357,株式会社エスユーエス,65540,6554
E33359,ＵＵＵＭ株式会社,39900,3990
E33364,ウォンテッドリー株式会社,39910,3991
E33367,株式会社ニーズウェル,39920,3992
E33381,西本Ｗｉｓｍｅｔｔａｃホールディングス株式会社,92600,9260
E33382,大阪油化工業株式会社,41240,4124
E33384,株式会社ピー・ビーシステムズ,44470,4447
E33390,株式会社マネーフォワード,39940,3994
E33391,株式会社ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,39930,3993
E33392,株式会社壽屋,78090,7809
E33393,ヤマシタヘルスケアホールディングス株式会社,92650,9265
E33412,ウェルビー株式会社,65560,6556
E33416,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ株式会社,92670,9267
E33426,テックポイント・インク（Ｔｅｃｈｐｏｉｎｔ，Ｉｎｃ．）,66970,6697
E33435,株式会社テンポイノベーション,34840,3484
E33485,株式会社Ｃａｓａ,71960,7196
E33491,株式会社幸和製作所,78070,7807
E33497,株式会社シー・エス・ランバー,78080,7808
E33514,ポエック株式会社,92640,9264
E33515,クックビズ株式会社,65580,6558
E33519,サインポスト株式会社,39960,3996
E33535,技研ホールディングス株式会社,14430,1443
E33553,株式会社トレードワークス,39970,3997
E33557,ＡＩＡＩグループ株式会社,65570,6557
E33574,株式会社マツオカコーポレーション,36110,3611
E33577,株式会社ミダックホールディングス,65640,6564
E33579,株式会社グローバル・リンク・マネジメント,34860,3486
E33583,ヴィスコ・テクノロジーズ株式会社,66980,6698
E33586,株式会社メドレー,44800,4480
E33588,株式会社エル・ティー・エス,65600,6560
E33594,株式会社オプトラン,62350,6235
E33595,株式会社イオレ,23340,2334
E33601,株式会社みらいワークス,65630,6563
E33602,株式会社ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,65610,6561
E33603,森六ホールディングス株式会社,42490,4249
E33610,株式会社パパネッツ,93880,9388
E33615,株式会社ジーニー,65620,6562
E33616,株式会社オプティマスグループ,92680,9268
E33622,株式会社カチタス,89190,8919
E33623,株式会社アイ・ピー・エス,43900,4390
E33624,プレミアグループ株式会社,71990,7199
E33625,ＳＢＩアルヒ株式会社,71980,7198
E33626,株式会社すららネット,39980,3998
E33633,株式会社要興業,65660,6566
E33638,ＡＢホテル株式会社,65650,6565
E33693,株式会社三十三フィナンシャルグループ,73220,7322
E33702,ＦＩＧ株式会社,43920,4392
E33776,株式会社ＳＥＲＩＯホールディングス,65670,6567
E33777,株式会社ジェイテックコーポレーション,34460,3446
E33784,株式会社Ｍマート,43800,4380
E33790,株式会社リグア,70900,7090
E33794,神戸天然物化学株式会社,65680,6568
E33800,ジェイフロンティア株式会社,29340,2934
E33807,バリュエンスホールディングス株式会社,92700,9270
E33819,株式会社フェイスネットワーク,34890,3489
E33822,株式会社共和コーポレーション,65700,6570
E33825,ビープラッツ株式会社,43810,4381
E33834,信和株式会社,34470,3447
E33838,キュービーネットホールディングス株式会社,65710,6571
E33839,株式会社ファイバーゲート,94500,9450
E33840,ＳＢＩインシュアランスグループ株式会社,73260,7326
E33854,日本リビング保証株式会社,73200,7320
E33858,株式会社和心,92710,9271
E33863,株式会社アズ企画設計,34900,3490
E33864,株式会社コンヴァノ,65740,6574
E33868,アジャイルメディア・ネットワーク株式会社,65730,6573
E33880,ＨＥＲＯＺ株式会社,43820,4382
E33881,ＲＰＡホールディングス株式会社,65720,6572
E33882,ブティックス株式会社,92720,9272
E33910,株式会社ニッソウ,14440,1444
E33928,株式会社エヌリンクス,65780,6578
E33948,株式会社ベストワンドットコム,65770,6577
E33957,ウイングアーク１ｓｔ株式会社,44320,4432
E33966,ラクスル株式会社,43840,4384
E34018,株式会社ライトアップ,65800,6580
E34028,株式会社アミファ,78000,7800
E34031,株式会社ＳＩＧグループ,43860,4386
E34045,ロジザード株式会社,43910,4391
E34052,株式会社エーアイ,43880,4388
E34053,株式会社スプリックス,70300,7030
E34054,株式会社ＭＴＧ,78060,7806
E34064,株式会社メルカリ,43850,4385
E34065,ダイヤモンドエレクトリックホールディングス株式会社,66990,6699
E34070,株式会社インバウンドテック,70310,7031
E34071,コーア商事ホールディングス株式会社,92730,9273
E34082,ログリー株式会社,65790,6579
E34090,プロパティデータバンク株式会社,43890,4389
E34091,株式会社アクリート,43950,4395
E34094,株式会社ＺＵＵ,43870,4387
E34095,株式会社キャンディル,14460,1446
E34097,株式会社サン・ライフホールディング,70400,7040
E34102,ブックオフグループホールディングス株式会社,92780,9278
E34111,株式会社システムサポート,43960,4396
E34113,株式会社第四北越フィナンシャルグループ,73270,7327
E34114,ＶＡＬＵＥＮＥＸ株式会社,44220,4422
E34116,株式会社バンク・オブ・イノベーション,43930,4393
E34130,株式会社イボキン,56990,5699
E34137,株式会社ベルテクスコーポレーション,52900,5290
E34140,株式会社エクスモーション,43940,4394
E34142,株式会社マネジメントソリューションズ,70330,7033
E34148,株式会社プロレド・パートナーズ,70340,7034
E34165,ＩＴｂｏｏｋホールディングス株式会社,14470,1447
E34177,株式会社ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,34910,3491
E34221,株式会社フロンティア,42500,4250
E34225,株式会社チームスピリット,43970,4397
E34238,ａｎｄ　ｆａｃｔｏｒｙ株式会社,70350,7035
E34249,株式会社ナルミヤ・インターナショナル,92750,9275
E34256,香陵住販株式会社,34950,3495
E34271,株式会社マリオン,34940,3494
E34273,ＫＬＡＳＳ株式会社,62330,6233
E34276,株式会社テノ．ホールディングス,70370,7037
E34281,株式会社アイリックコーポレーション,73250,7325
E34285,株式会社アズーム,34960,3496
E34288,株式会社ブロードバンドセキュリティ,43980,4398
E34289,霞ヶ関キャピタル株式会社,34980,3498
E34290,フロンティア・マネジメント株式会社,70380,7038
E34294,株式会社イーエムネットジャパン,70360,7036
E34318,ＤｅｌｔａーＦｌｙ　Ｐｈａｒｍａ株式会社,45980,4598
E34321,イーソル株式会社,44200,4420
E34322,株式会社ＬｅＴｅｃｈ,34970,3497
E34326,エキサイトホールディングス株式会社,55710,5571
E34331,ブリッジインターナショナル株式会社,70390,7039
E34335,株式会社ディ・アイ・システム,44210,4421
E34336,株式会社ギフトホールディングス,92790,9279
E34352,ＣＲＧホールディングス株式会社,70410,7041
E34363,プリントネット株式会社,78050,7805
E34379,株式会社アクセスグループ・ホールディングス,70420,7042
E34454,株式会社ヴィス,50710,5071
E34455,株式会社レオクラン,76810,7681
E34470,オーウエル株式会社,76700,7670
E34471,株式会社ＦＵＪＩジャパン,14490,1449
E34484,株式会社ピアラ,70440,7044
E34486,田中建設工業株式会社,14500,1450
E34487,ＴＤＳＥ株式会社,70460,7046
E34497,株式会社Ａｍａｚｉａ,44240,4424
E34498,アルー株式会社,70430,7043
E34499,株式会社ヤシマキザイ,76770,7677
E34507,Ｋｕｄａｎ株式会社,44250,4425
E34508,ベルトラ株式会社,70480,7048
E34509,株式会社シノプス,44280,4428
E34513,リビン・テクノロジーズ株式会社,44450,4445
E34514,株式会社ＡＣＳＬ,62320,6232
E34522,株式会社グッドライフカンパニー,29700,2970
E34537,ポート株式会社,70470,7047
E34538,株式会社ヒト・コミュニケーションズ・ホールディングス,44330,4433
E34544,株式会社ＥｄｕＬａｂ,44270,4427
E34557,株式会社マクアケ,44790,4479
E34565,セントラルフォレストグループ株式会社,76750,7675
E34587,ｇｏｏｄｄａｙｓホールディングス株式会社,44370,4437
E34633,リックソフト株式会社,44290,4429
E34634,株式会社識学,70490,7049
E34643,株式会社スマレジ,44310,4431
E34644,ダイコー通産株式会社,76730,7673
E34657,株式会社フロンティアインターナショナル,70500,7050
E34663,東海ソフト株式会社,44300,4430
E34679,株式会社ＫＨＣ,14510,1451
E34699,株式会社コプロ・ホールディングス,70590,7059
E34704,株式会社あさくま,76780,7678
E34707,スター・マイカ・ホールディングス株式会社,29750,2975
E34712,株式会社カオナビ,44350,4435
E34716,株式会社エヌ・シー・エヌ,70570,7057
E34720,ギークス株式会社,70600,7060
E34721,株式会社Ｗｅｌｂｙ,44380,4438
E34722,共栄セキュリティーサービス株式会社,70580,7058
E34725,株式会社フレアス,70620,7062
E34729,株式会社東名,44390,4439
E34735,日本ホスピスホールディングス株式会社,70610,7061
E34739,株式会社ヴィッツ,44400,4440
E34747,株式会社ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,76740,7674
E34748,株式会社Ｂｉｒｄｍａｎ,70630,7063
E34754,株式会社ミンカブ・ジ・インフォノイド,44360,4436
E34800,株式会社ビーアンドピー,78040,7804
E34814,トビラシステムズ株式会社,44410,4441
E34819,株式会社グッドスピード,76760,7676
E34851,株式会社アイ・パートナーズフィナンシャル,73450,7345
E34853,株式会社Ｌｉｎｋ－Ｕ,44460,4446
E34866,株式会社ハウテレビジョン,70640,7064
E34880,バルテス・ホールディングス株式会社,44420,4442
E34938,日本グランデ株式会社,29760,2976
E34943,株式会社薬王堂ホールディングス,76790,7679
E34944,大英産業株式会社,29740,2974
E34954,株式会社ピアズ,70660,7066
E34960,Ｓａｎｓａｎ株式会社,44430,4443
E34965,新日本製薬株式会社,49310,4931
E34973,株式会社プレイド,41650,4165
E34974,株式会社インフォネット,44440,4444
E34975,ブランディングテクノロジー株式会社,70670,7067
E34994,株式会社アシロ,73780,7378
E34995,フィードフォースグループ株式会社,70680,7068
E34999,株式会社ステムリム,45990,4599
E35004,株式会社ブシロード,78030,7803
E35028,株式会社ツクルバ,29780,2978
E35089,株式会社サイバー・バズ,70690,7069
E35096,株式会社ギフティ,44490,4449
E35114,ＨＰＣシステムズ株式会社,65970,6597
E35116,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,76850,7685
E35117,ＡＩ　ＣＲＯＳＳ株式会社,44760,4476
E35118,ＳＯＬＩＺＥ株式会社,58710,5871
E35124,Ｃｈａｔｗｏｒｋ株式会社,44480,4448
E35125,株式会社浜木綿,76820,7682
E35136,ワシントンホテル株式会社,46910,4691
E35137,株式会社パワーソリューションズ,44500,4450
E35139,コーユーレンティア株式会社,70810,7081
E35140,株式会社アンビスホールディングス,70710,7071
E35144,株式会社アールプランナー,29830,2983
E35150,ＨＥＮＮＧＥ株式会社,44750,4475
E35153,ＳＲＥホールディングス株式会社,29800,2980
E35157,株式会社インティメート・マージャー,70720,7072
E35163,ＢＡＳＥ株式会社,44770,4477
E35164,ベース株式会社,44810,4481
E35169,セルソース株式会社,48800,4880
E35170,株式会社ダブルエー,76830,7683
E35187,株式会社ジェイック,70730,7073
E35220,恵和株式会社,42510,4251
E35234,ホームポジション株式会社,29990,2999
E35238,株式会社トゥエンティーフォーセブン,70740,7074
E35250,ＡＨＣグループ株式会社,70830,7083
E35258,名南Ｍ＆Ａ株式会社,70760,7076
E35278,株式会社ビザスク,44900,4490
E35284,株式会社ウィルズ,44820,4482
E35287,ランサーズ株式会社,44840,4484
E35288,株式会社ＡＬｉＮＫインターネット,70770,7077
E35289,株式会社ジモティー,70820,7082
E35294,株式会社テクノフレックス,34490,3449
E35303,株式会社ランディックス,29810,2981
E35307,ユナイトアンドグロウ株式会社,44860,4486
E35308,株式会社ＪＭＤＣ,44830,4483
E35318,株式会社Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,70920,7092
E35323,株式会社スポーツフィールド,70800,7080
E35325,フリー株式会社,44780,4478
E35330,株式会社スペースマーケット,44870,4487
E35333,株式会社ＪＴＯＷＥＲ,44850,4485
E35334,株式会社カクヤスグループ,76860,7686
E35335,ＷＤＢココ株式会社,70790,7079
E35340,株式会社ＡＤワークスグループ,29820,2982
E35341,ＩＮＣＬＵＳＩＶＥ株式会社,70780,7078
E35344,株式会社ＱＬＳホールディングス,70750,7075
E35345,ＡＩ　ｉｎｓｉｄｅ株式会社,44880,4488
E35354,株式会社サイバーセキュリティクラウド,44930,4493
E35449,木村工機株式会社,62310,6231
E35466,コンピューターマネージメント株式会社,44910,4491
E35470,株式会社ウイルテック,70870,7087
E35482,株式会社ペイロール,44890,4489
E35483,フォースタートアップス株式会社,70890,7089
E35487,株式会社フォーラムエンジニアリング,70880,7088
E35488,株式会社カーブスホールディングス,70850,7085
E35489,株式会社Ｋｉｄｓ　Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,70840,7084
E35491,株式会社ミクリード,76870,7687
E35493,株式会社関通,93260,9326
E35495,株式会社きずなホールディングス,70860,7086
E35496,ステラファーマ株式会社,48880,4888
E35497,日本インシュレーション株式会社,53680,5368
E35504,株式会社ゼネテック,44920,4492
E35508,株式会社リビングプラットフォーム,70910,7091
E35510,株式会社ペルセウスプロテオミクス,48820,4882
E35514,アディッシュ株式会社,70930,7093
E35516,サイバートラスト株式会社,44980,4498
E35518,株式会社モダリス,48830,4883
E35534,株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,70950,7095
E35535,株式会社ドラフト,50700,5070
E35542,株式会社ＱＤレーザ,66130,6613
E35544,バリオセキュア株式会社,44940,4494
E35554,株式会社コパ・コーポレーション,76890,7689
E35555,エブレン株式会社,65990,6599
E35560,株式会社松屋アールアンドディ,73170,7317
E35562,株式会社ＮｅｘＴｏｎｅ,70940,7094
E35563,株式会社ステムセル研究所,70960,7096
E35568,株式会社アルマード,49320,4932
E35578,株式会社アイキューブドシステムズ,44950,4495
E35587,ＳＡＮＥＩ株式会社,62300,6230
E35589,株式会社コマースＯｎｅホールディングス,44960,4496
E35597,ヤマイチ・ユニハイムエステート株式会社,29840,2984
E35610,株式会社セルム,73670,7367
E35611,株式会社さくらさくプラス,70970,7097
E35614,株式会社ランドネット,29910,2991
E35631,株式会社ＬＡホールディングス,29860,2986
E35632,株式会社Ｓｐｅｅｅ,44990,4499
E35642,ＧＭＯフィナンシャルゲート株式会社,40510,4051
E35758,フィーチャ株式会社,40520,4052
E35765,株式会社インターファクトリー,40570,4057
E35766,株式会社交換できるくん,76950,7695
E35767,株式会社ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,73520,7352
E35773,株式会社グッドパッチ,73510,7351
E35790,ＫＩＹＯラーニング株式会社,73530,7353
E35791,あすか製薬ホールディングス株式会社,48860,4886
E35797,株式会社ＡＳＮＯＶＡ,92230,9223
E35810,株式会社ひろぎんホールディングス,73370,7337
E35821,日本情報クリエイト株式会社,40540,4054
E35822,インヴァスト株式会社,73380,7338
E35824,ティアンドエス株式会社,40550,4055
E35827,株式会社Ｓｕｎ　Ａｓｔｅｒｉｓｋ,40530,4053
E35841,ニューラルグループ株式会社,40560,4056
E35908,株式会社ポピンズ,73580,7358
E35911,トヨクモ株式会社,40580,4058
E35928,株式会社Ｉ－ｎｅ,49330,4933
E35930,ｒａｋｕｍｏ株式会社,40600,4060
E35931,株式会社ダイレクトマーケティングミックス,73540,7354
E35932,株式会社アースインフィニティ,76920,7692
E35941,株式会社ヘッドウォータース,40110,4011
E35945,株式会社まぐまぐ,40590,4059
E35946,株式会社タスキ,29870,2987
E35947,株式会社ＳＴＩフードホールディングス,29320,2932
E35959,株式会社アクシス,40120,4012
E35967,勤次郎株式会社,40130,4013
E35989,株式会社カラダノート,40140,4014
E35993,Ｒｅｔｔｙ株式会社,73560,7356
E36002,東和ハイシステム株式会社,41720,4172
E36046,プレミアアンチエイジング株式会社,49340,4934
E36070,アララ株式会社,40150,4015
E36077,ＭＩＴホールディングス株式会社,40160,4016
E36078,株式会社ジオコード,73570,7357
E36086,株式会社ココペリ,41670,4167
E36091,バルミューダ株式会社,66120,6612
E36098,株式会社オーケーエム,62290,6229
E36100,株式会社クリーマ,40170,4017
E36102,オリエンタル白石株式会社,17860,1786
E36107,株式会社ヤプリ,41680,4168
E36108,ビートレンド株式会社,40200,4020
E36122,株式会社Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,41700,4170
E36123,株式会社いつも,76940,7694
E36129,クリングルファーマ株式会社,48840,4884
E36130,ＥＮＥＣＨＡＮＧＥ株式会社,41690,4169
E36132,株式会社オンデック,73600,7360
E36133,株式会社リベルタ,49350,4935
E36134,株式会社ＬＩＴＡＬＩＣＯ,73660,7366
E36140,株式会社ビーイングホールディングス,91450,9145
E36141,ウェルスナビ株式会社,73420,7342
E36155,株式会社スタメン,40190,4019
E36172,株式会社グローバルインフォメーション,41710,4171
E36173,株式会社東京通信グループ,73590,7359
E36174,かっこ株式会社,41660,4166
E36190,サワイグループホールディングス株式会社,48870,4887
E36213,株式会社アピリッツ,41740,4174
E36223,人・夢・技術グループ株式会社,92480,9248
E36261,株式会社ファブリカコミュニケーションズ,41930,4193
E36312,株式会社Ｇｅｏｌｏｃａｔｉｏｎ　Ｔｅｃｈｎｏｌｏｇｙ,40180,4018
E36321,株式会社アクシージア,49360,4936
E36322,株式会社ｃｏｌｙ,41750,4175
E36323,株式会社ＷＡＣＵＬ,41730,4173
E36343,株式会社ｉ－ｐｌｕｇ,41770,4177
E36350,室町ケミカル株式会社,48850,4885
E36351,株式会社ココナラ,41760,4176
E36353,株式会社Ｔ．Ｓ．Ｉ,73620,7362
E36366,株式会社Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,41780,4178
E36367,株式会社コンフィデンス・インターワークス,73740,7374
E36368,株式会社シキノハイテック,66140,6614
